date,Staff_ID,Prod,Total,Count,Cat,Br_ID,Name,lat,long
2021-01-01,153,Revolving Loan,38500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2021-07-25,153,Revolving Loan,20000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2021-07-25,153,Revolving Loan,20000.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2020-04-23,153,Secured Loan,44500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2019-04-17,153,Cash Advance,48000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2020-11-22,153,Cash Advance,12500.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2021-09-13,153,Cash Advance,34000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2021-01-18,153,Unsecured Loan,1000.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2021-06-24,153,Unsecured Loan,16500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2021-09-18,153,Unsecured Loan,35500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2019-04-07,153,Security,4500.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2019-07-09,153,Security,26000.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2020-09-08,153,Security,37000.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2021-03-18,153,Security,12500.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2020-07-02,153,ELI,37500.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2019-02-17,153,Balance Transfer,39000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2019-06-30,153,Balance Transfer,23000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2020-10-15,153,Balance Transfer,20500.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2019-02-03,153,UT,49000.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2020-06-29,153,UT,35500.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2021-09-06,153,UT,48000.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2019-05-29,132,Card Installment Loan,30000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2020-08-14,132,Card Installment Loan,3500.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2020-11-23,132,Card Installment Loan,13000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2020-12-10,132,Card Installment Loan,42500.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2021-06-04,132,Card Installment Loan,33500.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2019-01-26,132,Revolving Loan,11000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2019-01-26,132,Revolving Loan,11000.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2019-09-29,132,Revolving Loan,50000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2019-09-29,132,Revolving Loan,50000.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2019-12-15,132,Revolving Loan,39500.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2019-12-15,132,Revolving Loan,39500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2021-01-23,132,Revolving Loan,45000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2021-01-23,132,Revolving Loan,45000.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2021-05-16,132,Revolving Loan,20500.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2021-05-16,132,Revolving Loan,20500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2021-07-02,132,Revolving Loan,24000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2021-07-02,132,Revolving Loan,24000.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2021-08-04,132,Revolving Loan,6000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2021-08-04,132,Revolving Loan,6000.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2021-09-08,132,Revolving Loan,44000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2021-09-08,132,Revolving Loan,44000.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2020-03-29,132,Secured Loan,11500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2020-05-11,132,Secured Loan,41000.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2021-08-20,132,Secured Loan,20500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2019-05-23,132,Cash Advance,40500.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2019-05-30,132,Cash Advance,11000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2019-12-24,132,Cash Advance,43000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2021-07-04,132,Cash Advance,19000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2019-07-03,132,Unsecured Loan,31000.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2020-09-04,132,Security,14500.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2021-06-13,132,Security,16500.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2021-01-07,132,ELI,9000.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2021-06-27,132,ELI,32000.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2021-09-23,132,ELI,27000.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2019-03-05,132,Balance Transfer,1000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2020-07-15,132,Balance Transfer,27500.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2021-03-23,132,Balance Transfer,42000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2019-06-05,132,UT,40500.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2019-06-30,97,Card Installment Loan,16000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2019-07-19,97,Card Installment Loan,47000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2021-01-06,97,Card Installment Loan,15000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2020-02-15,97,Revolving Loan,42500.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2020-02-15,97,Revolving Loan,42500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2020-12-06,97,Revolving Loan,40500.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2020-12-06,97,Revolving Loan,40500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2021-01-06,97,Revolving Loan,37500.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2021-01-06,97,Revolving Loan,37500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2021-04-27,97,Revolving Loan,11500.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2021-04-27,97,Revolving Loan,11500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2020-04-21,97,Secured Loan,25500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2020-04-30,97,Secured Loan,20500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2021-01-09,97,Secured Loan,21500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2020-01-15,97,Cash Advance,43500.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2020-11-21,97,Cash Advance,21500.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2021-02-02,97,Cash Advance,15000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2019-01-04,97,Unsecured Loan,38500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2019-02-10,97,Unsecured Loan,20500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2021-08-15,97,Security,35500.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2019-01-28,97,ELI,27500.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2019-05-29,97,ELI,4500.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2019-06-28,97,ELI,48000.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2020-03-12,97,ELI,33500.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2021-08-05,97,ELI,39500.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2019-02-12,97,Balance Transfer,41000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2019-04-25,97,Balance Transfer,6500.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2020-06-19,97,Balance Transfer,22000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2021-02-04,97,Balance Transfer,15500.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2021-08-23,97,Balance Transfer,19000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2019-10-17,97,UT,10500.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2019-10-25,97,UT,24500.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2019-11-05,97,UT,10500.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2019-12-12,97,UT,1000.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2020-01-04,97,UT,30000.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2020-04-12,97,UT,6000.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2021-01-13,97,UT,37500.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2021-02-14,97,UT,1000.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2020-12-23,245,Card Installment Loan,6000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2021-03-11,245,Card Installment Loan,44000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2019-05-31,245,Revolving Loan,2000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2019-05-31,245,Revolving Loan,2000.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2020-02-11,245,Revolving Loan,39500.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2020-02-11,245,Revolving Loan,39500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2020-03-25,245,Revolving Loan,42500.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2020-03-25,245,Revolving Loan,42500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2020-04-05,245,Revolving Loan,16500.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2020-04-05,245,Revolving Loan,16500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2020-06-07,245,Revolving Loan,20000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2020-06-07,245,Revolving Loan,20000.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2021-07-02,245,Revolving Loan,25000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2021-07-02,245,Revolving Loan,25000.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2019-04-16,245,Secured Loan,41500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2019-06-15,245,Secured Loan,19000.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2020-01-18,245,Secured Loan,13000.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2020-04-27,245,Secured Loan,13000.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2020-10-27,245,Secured Loan,29500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2021-04-07,245,Secured Loan,17000.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2019-03-22,245,Cash Advance,16000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2020-04-05,245,Cash Advance,40000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2020-06-29,245,Cash Advance,13000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2021-05-02,245,Cash Advance,41500.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2020-05-24,245,Unsecured Loan,19500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2020-06-01,245,Unsecured Loan,45500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2021-05-19,245,Unsecured Loan,31000.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2019-04-18,245,Security,23000.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2019-06-04,245,Security,10500.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2021-01-18,245,ELI,15000.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2019-04-23,245,UT,5000.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2019-10-06,245,UT,30000.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2019-10-21,245,UT,49500.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2020-12-05,245,UT,7500.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2021-09-04,245,UT,9500.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2019-08-03,25,Revolving Loan,14000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2019-08-03,25,Revolving Loan,14000.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2019-09-18,25,Revolving Loan,35500.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2019-09-18,25,Revolving Loan,35500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2020-02-27,25,Revolving Loan,20500.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2020-02-27,25,Revolving Loan,20500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2020-03-05,25,Revolving Loan,43000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2020-03-05,25,Revolving Loan,43000.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2020-07-15,25,Revolving Loan,16500.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2020-07-15,25,Revolving Loan,16500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2021-04-30,25,Revolving Loan,8000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2021-04-30,25,Revolving Loan,8000.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2019-08-03,25,Secured Loan,15000.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2019-08-07,25,Secured Loan,3500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2020-04-04,25,Secured Loan,30500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2020-05-05,25,Secured Loan,40000.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2021-02-06,25,Secured Loan,19000.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2021-02-16,25,Secured Loan,10500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2021-08-30,25,Secured Loan,41500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2020-01-22,25,Cash Advance,27000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2021-03-14,25,Cash Advance,40500.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2021-08-05,25,Cash Advance,3000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2021-09-04,25,Cash Advance,32000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2019-02-17,25,Unsecured Loan,4500.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2020-04-07,25,Unsecured Loan,2000.0,1,Personal Loan,7,Bloor & Church ,43.6705993,-79.3851527
2019-05-07,25,Security,34500.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2020-03-03,25,Security,34500.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2021-01-01,25,ELI,3500.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2019-01-07,25,Balance Transfer,27000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2019-10-03,25,Balance Transfer,30500.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2019-12-01,25,Balance Transfer,30500.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2020-04-01,25,Balance Transfer,11000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2020-10-19,25,Balance Transfer,16000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2021-08-24,25,Balance Transfer,49000.0,1,Credit Card,7,Bloor & Church ,43.6705993,-79.3851527
2019-03-19,25,UT,49500.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2019-05-09,25,UT,1500.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2021-01-17,25,UT,36500.0,1,Investment,7,Bloor & Church ,43.6705993,-79.3851527
2019-01-05,51,Card Installment Loan,11000.0,1,Credit Card,40,Rogers Road ,43.6818874,-79.4722402
2019-12-05,51,Card Installment Loan,24500.0,1,Credit Card,40,Rogers Road ,43.6818874,-79.4722402
2020-02-04,51,Card Installment Loan,46000.0,1,Credit Card,40,Rogers Road ,43.6818874,-79.4722402
2020-03-14,51,Card Installment Loan,44500.0,1,Credit Card,40,Rogers Road ,43.6818874,-79.4722402
2020-11-20,51,Card Installment Loan,6000.0,1,Credit Card,40,Rogers Road ,43.6818874,-79.4722402
2019-02-20,51,Revolving Loan,38000.0,1,Credit Card,40,Rogers Road ,43.6818874,-79.4722402
2019-02-20,51,Revolving Loan,38000.0,1,Personal Loan,40,Rogers Road ,43.6818874,-79.4722402
2019-06-14,51,Revolving Loan,46500.0,1,Credit Card,40,Rogers Road ,43.6818874,-79.4722402
2019-06-14,51,Revolving Loan,46500.0,1,Personal Loan,40,Rogers Road ,43.6818874,-79.4722402
2020-04-11,51,Revolving Loan,22500.0,1,Credit Card,40,Rogers Road ,43.6818874,-79.4722402
2020-04-11,51,Revolving Loan,22500.0,1,Personal Loan,40,Rogers Road ,43.6818874,-79.4722402
2021-01-21,51,Revolving Loan,16500.0,1,Credit Card,40,Rogers Road ,43.6818874,-79.4722402
2021-01-21,51,Revolving Loan,16500.0,1,Personal Loan,40,Rogers Road ,43.6818874,-79.4722402
2021-06-17,51,Revolving Loan,40500.0,1,Credit Card,40,Rogers Road ,43.6818874,-79.4722402
2021-06-17,51,Revolving Loan,40500.0,1,Personal Loan,40,Rogers Road ,43.6818874,-79.4722402
2019-03-25,51,Secured Loan,32000.0,1,Personal Loan,40,Rogers Road ,43.6818874,-79.4722402
2019-04-17,51,Secured Loan,20000.0,1,Personal Loan,40,Rogers Road ,43.6818874,-79.4722402
2020-07-14,51,Secured Loan,10000.0,1,Personal Loan,40,Rogers Road ,43.6818874,-79.4722402
2020-09-20,51,Secured Loan,12500.0,1,Personal Loan,40,Rogers Road ,43.6818874,-79.4722402
2021-03-29,51,Secured Loan,28000.0,1,Personal Loan,40,Rogers Road ,43.6818874,-79.4722402
2021-08-30,51,Secured Loan,45500.0,1,Personal Loan,40,Rogers Road ,43.6818874,-79.4722402
2019-06-25,51,Cash Advance,31000.0,1,Credit Card,40,Rogers Road ,43.6818874,-79.4722402
2020-03-27,51,Cash Advance,20000.0,1,Credit Card,40,Rogers Road ,43.6818874,-79.4722402
2021-03-26,51,Cash Advance,42500.0,1,Credit Card,40,Rogers Road ,43.6818874,-79.4722402
2019-03-12,51,Unsecured Loan,39500.0,1,Personal Loan,40,Rogers Road ,43.6818874,-79.4722402
2019-05-07,51,Unsecured Loan,18000.0,1,Personal Loan,40,Rogers Road ,43.6818874,-79.4722402
2019-08-19,51,Unsecured Loan,9500.0,1,Personal Loan,40,Rogers Road ,43.6818874,-79.4722402
2019-12-14,51,Unsecured Loan,45500.0,1,Personal Loan,40,Rogers Road ,43.6818874,-79.4722402
2020-06-27,51,Unsecured Loan,9000.0,1,Personal Loan,40,Rogers Road ,43.6818874,-79.4722402
2020-08-31,51,Security,8000.0,1,Investment,40,Rogers Road ,43.6818874,-79.4722402
2020-03-03,51,ELI,22500.0,1,Investment,40,Rogers Road ,43.6818874,-79.4722402
2020-11-01,51,ELI,18500.0,1,Investment,40,Rogers Road ,43.6818874,-79.4722402
2019-07-10,51,Balance Transfer,10500.0,1,Credit Card,40,Rogers Road ,43.6818874,-79.4722402
2019-10-19,51,Balance Transfer,28000.0,1,Credit Card,40,Rogers Road ,43.6818874,-79.4722402
2020-03-30,51,Balance Transfer,33500.0,1,Credit Card,40,Rogers Road ,43.6818874,-79.4722402
2020-08-10,51,Balance Transfer,18000.0,1,Credit Card,40,Rogers Road ,43.6818874,-79.4722402
2021-01-14,51,Balance Transfer,1500.0,1,Credit Card,40,Rogers Road ,43.6818874,-79.4722402
2019-05-09,51,UT,13500.0,1,Investment,40,Rogers Road ,43.6818874,-79.4722402
2019-07-21,51,UT,12000.0,1,Investment,40,Rogers Road ,43.6818874,-79.4722402
2019-11-14,51,UT,1000.0,1,Investment,40,Rogers Road ,43.6818874,-79.4722402
2021-05-27,51,UT,1000.0,1,Investment,40,Rogers Road ,43.6818874,-79.4722402
2019-01-08,9,Card Installment Loan,17000.0,1,Credit Card,40,Rogers Road ,43.6818874,-79.4722402
2020-12-16,9,Card Installment Loan,43000.0,1,Credit Card,40,Rogers Road ,43.6818874,-79.4722402
